state,name,female_2010,women_16_to_50_birth_rate_2017,hs_grad_2017,some_college_2017,bachelors_2017,mean_work_travel_2017,broadband_2017,computer_2017,homeownership_2010,persons_per_household_2017,metro_2013,fed_spending_2009,poverty_2017,poverty_age_under_5_2017,poverty_age_under_18_2017,unemployment_rate_2016,avg_family_size_2019
Texas,Mitchell County,38.9,2.7,75.4,27,11.8,20.2,61.9,81,77.8,2.41,0,68375,7.9,6.7,8.6,6.99,3.38
Texas,Montague County,51,8.4,82.7,30.2,16.2,24.3,65.7,82.9,78.1,2.37,0,164208,15.5,24.4,21.7,4.95,3.02
Texas,Montgomery County,50.4,6.3,87.6,29.8,33.7,32.7,85,92.6,75.6,2.85,1,2015347,10.3,14.7,13.7,4.9,3.34
Texas,Moore County,48.3,10.1,65.4,27.7,13.4,16.9,72.6,84,66.7,3.25,0,86996,16.9,26,25.7,2.96,3.73
Texas,Morris County,51.8,7.9,88.2,33.1,16,23.8,72.1,78.5,78.9,2.46,0,130023,15.7,24.7,21,10.93,3.04
Texas,Motley County,49.3,12.2,89.8,41.4,15.6,16.4,68.9,83.2,74.9,2.38,0,20274,12.2,16.7,11.3,3.55,3.32
Texas,Nacogdoches County,52.3,4.1,82.8,28.9,25.2,20.4,72.9,84.2,59.9,2.52,0,469493,24.9,32.9,32.2,4.68,3.09
Texas,Navarro County,50.4,9.6,77.2,32.2,15.6,25.3,67,82.7,71.5,2.73,0,406982,18.8,37.3,29.5,4.18,3.32
Texas,Newton County,48.5,7.4,87.6,30.7,8.8,37.3,54.5,75.1,83.2,2.93,1,108326,15.7,25.9,19.3,7.92,3.04
Texas,Nolan County,50.3,3.4,80.4,33,13.3,15.5,67.9,85.4,68.1,2.64,0,131443,16.8,27.4,24.5,4.8,3.32
Texas,Nueces County,50.9,6.7,82.2,32,20.9,19.6,76.1,85.7,61.6,2.72,1,3267567,16.7,29.1,23.5,5.63,3.33
Texas,Ochiltree County,48.8,9.7,75.6,27.4,18.3,18.5,70.1,87.9,69.5,2.94,0,50456,13,9.5,14.7,5.24,3.4
Texas,Oldham County,49.6,10.2,87.9,32.3,26.5,19,75.2,85,71,2.58,1,20356,11.1,7.8,14.6,2.98,3.25
Texas,Orange County,50.3,6.3,89.1,34.8,15.7,23.9,73.9,84.6,77.1,2.57,1,963010,14.2,17.9,18.1,6.7,3.14
Texas,Palo Pinto County,50.9,5.2,83.4,31.9,16.6,23.5,68.4,81.4,68.3,2.67,0,191781,18.3,28.2,26.9,5.47,3.31
Texas,Panola County,50.4,4.3,84.9,37.5,14.7,25.9,65.3,76.1,81,2.56,0,177005,15.3,22.7,20.6,7.16,3.13
Texas,Parker County,49.3,6.5,89.4,34.8,26.9,31.7,81.2,91.2,80.3,2.82,1,523112,9.2,11.8,12.2,4.06,3.43
Texas,Parmer County,48.8,8.4,71.3,21.5,16.1,14.2,55.7,77.2,72.7,3.04,0,80735,17.3,37.4,27.3,2.51,3.64
Texas,Pecos County,43.6,5.5,69.6,23.3,9.6,19.2,58.2,73.8,70,3.09,0,83729,11.5,11.3,11.2,5.88,3.52
Texas,Polk County,46.5,6.3,78.1,28.6,12.3,29.1,62.9,77.5,78.9,2.46,0,495945,18.7,35.8,31.6,6.32,3.01
Texas,Potter County,48.9,8.3,76.6,31.4,14.8,17.8,67.2,81.9,59.4,2.63,1,4049271,21.7,33.5,28.7,3.34,3.23
Texas,Presidio County,51.2,4.8,52.5,14.1,20.2,18.3,43.1,59.9,67.5,2.78,0,87500,26.3,34.3,31.8,10.67,4.09
Texas,Rains County,49.7,5.6,82.1,31,10.8,34.9,67.4,81.1,83.3,2.58,0,68205,13.1,22.2,17.2,4,3.19
Texas,Randall County,51.3,4.8,91.7,38.5,30.9,19.1,83.8,91.9,70.1,2.61,1,268686,9.6,12.9,10.9,2.95,3.22
Texas,Reagan County,48.1,5.6,70.4,27.2,11,16.6,65.9,85.2,70.9,3.16,0,18532,18,26.3,29.4,6.18,4.1
Texas,Real County,50.5,10.2,79.8,32.3,21.9,16.3,59.6,80.1,75.5,2.89,0,34403,20.2,53.8,31.1,5.68,3.56
Texas,Red River County,51.3,1.7,83.3,30.5,13.8,30.7,60,72.2,71.2,2.33,0,169998,16.5,14.9,17.7,5.75,3.02
Texas,Reeves County,39.9,5.1,62.3,25.1,9.5,16.8,53.9,72.8,74.3,3.31,0,96678,13.2,24.4,16.1,5.31,4.68
Texas,Refugio County,50.3,4.1,79.8,33.6,12.1,22.7,64.8,76.9,77.9,2.64,0,77835,16.6,26.5,28.2,6.61,3.42
Texas,Roberts County,49.5,0.5,92.8,32.3,31.2,22.2,83.4,91.7,75.9,2.73,0,6258,3.3,0,0,4.54,2.94
Texas,Robertson County,50.5,4.8,82.3,31.3,15,24.4,70.1,81.7,66.9,2.62,1,162099,15.2,21.7,21.1,5.05,3.13
Texas,Rockwall County,50.8,6.5,91.7,31.5,40,33.4,89.3,95.2,84.3,2.96,1,548113,5.8,8.4,7.4,3.5,3.29
Texas,Runnels County,50.5,4.2,78.5,23.4,19.1,21.9,63.7,76.4,72,2.65,0,119744,16.3,20.8,20.2,3.94,3.08
Texas,Rusk County,47.4,6.7,79.6,33.3,15.5,24.3,59.4,78.7,78.6,2.68,1,304864,15.8,19.5,22.5,5.83,3.18
Texas,Sabine County,51.1,5.9,86,28.8,14.4,22.2,68.1,81.5,83,2.71,0,138513,20,55.8,36.2,9.38,2.95
Texas,San Augustine County,50.8,8.2,80,28.7,12.1,26.7,55.9,66.6,79.1,2.54,0,103462,24.4,47.7,37.4,8.93,2.76
Texas,San Jacinto County,50,5.6,82.9,24.4,10.1,41.3,68.9,82.8,82.5,2.9,0,139773,17.2,23.5,21,6.27,3.5
Texas,San Patricio County,50.4,9.9,78.2,31.5,14.3,23.6,67,86,66.2,2.84,1,583760,15.2,23.6,21.9,7.46,3.42
Texas,San Saba County,45.1,3.8,73.6,28.7,15.1,25.8,63.9,73.8,77.7,2.41,0,73862,17.4,33.7,32.9,3.4,3.28
Texas,Schleicher County,50.1,5,74.3,32.9,20.3,29,63.2,80.9,80.7,2.83,0,21435,10.2,8.2,9.9,5.22,3.65
Texas,Scurry County,46.6,8.3,78,29.3,16.6,16.6,72.9,87.3,71,2.65,0,125201,12.8,21.3,17.2,5.88,3.13
Texas,Shackelford County,51.7,10.2,85.1,32.5,27.4,20.7,66.3,74.8,77.8,2.64,0,26295,17.7,33.7,20.7,3.84,3.06
Texas,Shelby County,50.5,12.1,75.5,26.2,15.3,26.3,54.3,73.5,76.2,2.76,0,261995,23.1,36.3,36.8,6,3.24
Texas,Sherman County,49,8.8,73.2,26.7,21.4,20.1,74.3,85.2,78.7,2.85,0,39026,14.8,22.9,24.6,2.89,3.47
Texas,Smith County,51.6,5.1,84.9,35.1,25.2,23.8,76.9,87.3,69.4,2.79,1,1623227,16.3,32.1,22,4.52,3.44
Texas,Somervell County,50.7,7.8,85.1,34.8,20,28.3,64.6,86,77,2.57,1,41472,21.5,28.6,30.8,4.8,2.97
Texas,Starr County,51.7,5.8,48.8,15.4,9.7,23.1,49.4,74.4,79.4,3.85,0,411714,35,50.5,45.6,13.35,4.54
Texas,Stephens County,48.3,8.2,77.2,27.7,16.8,19.5,62.4,76.9,74.2,2.62,0,71365,21.3,49.7,32.7,5.26,3.33
Texas,Sterling County,49.6,3.4,85.9,19.4,21.4,21,69.7,85.1,78,2.38,0,8368,17,45.7,37.1,3.89,3.01
Texas,Stonewall County,51.9,5.2,83.9,28.4,12.5,17.7,61.4,73.8,80.6,2.25,0,20475,13.9,0,20.1,4.38,3.2
Texas,Sutton County,50.8,6,77,27.9,19.8,19.7,55.2,75.1,71.4,2.46,0,21229,6.5,4.9,5.5,7.93,3.35
Texas,Swisher County,47.3,3.7,77.1,29.7,13,19.7,71.8,79.7,69.3,2.64,0,94829,22.2,39.7,30.6,4.24,3.34
Texas,Tarrant County,51,6.2,85.4,30.5,31.1,27,81.6,91.7,63.4,2.84,1,8195152,13.5,21.6,19.2,3.98,3.44
Texas,Taylor County,51.3,6.3,87.3,33.4,24.1,16.9,71.6,87.2,61.9,2.6,1,1241230,16.1,23.1,20.4,3.74,3.18
Texas,Terrell County,48.3,1.6,80.9,35.1,17.3,30,42.6,59.8,69.9,2.1,0,16374,17.1,0,14,3.95,2.85
Texas,Terry County,46.9,6.4,69,25.5,12.8,20.1,62.9,79.9,72.6,2.8,0,129345,13.7,22.5,20.8,4.77,3.47
Texas,Throckmorton County,50.8,13.4,82,31.7,20,22.2,59.6,75.7,81,2.15,0,28906,17.1,26.8,19.6,3.5,2.73
Texas,Titus County,50.6,6.8,74,28.1,15.8,18.8,64.6,77.9,70.2,3.03,0,199227,19.3,33.5,29.1,6.16,3.42
Texas,Tom Green County,51,5.2,84.3,31.5,23.8,17.8,72.9,84,67.9,2.57,1,941786,12.9,15.9,17,4.47,3.25
Texas,Travis County,49.6,4.7,88.8,24.3,47.5,25.3,84.8,93.1,52.6,2.58,1,16949198,13.9,19.8,18.5,3.18,3.25
Texas,Trinity County,51.3,5.4,83.5,33.8,11.7,33.2,56.6,77,81.1,2.42,0,142980,18.4,27.3,29.9,6.07,2.92
Texas,Tyler County,46.1,5.2,84.6,30.7,12.1,35.7,61.5,78.2,81.7,2.56,0,167330,15.8,18.5,23.8,7.29,3.27
Texas,Upshur County,50.5,4.9,83.5,32.8,16.9,27.8,70.8,82.1,77.8,2.84,1,260274,13.8,21.2,20.2,6.4,3.45
Texas,Upton County,50.1,9.9,78.2,29.5,11.1,20.9,49.9,80.9,78.8,2.68,0,24520,18,27.6,23.8,5.32,3.5
Texas,Uvalde County,51.1,10,71.2,31.6,15.1,18.5,61.5,72.4,73.5,3.08,0,208482,17.9,29.9,27.6,5.3,3.67
Texas,Val Verde County,49.8,7.5,67.4,23.7,18.1,19,67.6,77.8,65.7,3.12,0,547240,20.9,30.6,27,6.24,3.58
Texas,Van Zandt County,50.8,7.4,83.8,33,16.6,34.4,61.6,82.2,78.1,2.73,0,337446,14.2,22.6,18.8,4.3,3.15
Texas,Victoria County,51.2,5.6,83,32.5,19.5,20,68.2,83.8,66.2,2.75,1,562620,14.8,23.8,20.8,5.42,3.37
Texas,Walker County,41,2,83.6,25.8,20.3,25.8,74.6,88.9,58,2.45,0,339320,24.3,26.8,24,5.24,3.1
Texas,Waller County,50.5,3.8,78.3,28.2,19.2,30,65,83.8,68.6,2.96,1,219327,18,32.3,24.6,5.58,3.67
Texas,Ward County,51.7,7.4,78.6,28.9,13.5,21.7,67.1,79.6,74,2.88,0,73708,11.6,18.1,12.6,5.7,3.51
Texas,Washington County,50.8,3.9,84.6,31,23.9,21.5,60.8,78,69.4,2.65,0,263454,13.2,15.7,20.7,5.08,3.23
Texas,Webb County,51.5,6.5,66.7,22.4,17.4,21.7,57.5,72.6,64.6,3.68,1,1566033,31.5,46.4,41.8,4.89,4.13
Texas,Wharton County,50.8,5.2,78.9,31.4,15,23,62,78,69.3,2.68,0,352603,17.5,37.6,29,5.03,3.34
Texas,Wheeler County,50.8,8,79,33.8,14.6,18.4,69.5,85.8,79,2.42,0,52513,19.2,28.7,30.9,4.72,2.89
Texas,Wichita County,48.7,6.2,86.2,32,22.4,15.4,71.8,85.1,64.1,2.4,1,1425375,18.9,33.8,26.3,4.35,3.03
Texas,Wilbarger County,50.2,6.8,79.2,33.5,15.2,11.5,67.4,80.1,60.9,2.39,0,135305,16.5,16,21.9,4.7,2.91
Texas,Willacy County,45.6,5.8,65.4,19.6,9,22.7,50.2,68,71.1,3.51,0,173401,35.6,43.4,49.3,12.24,4.08
Texas,Williamson County,50.8,5.2,93,32.2,40.2,27.9,89.7,94.9,70.3,2.96,1,2069520,7,9.5,8,3.35,3.55
Texas,Wilson County,50.2,6.3,84.8,30.1,19.5,34.5,77.7,87,84.5,2.96,1,220705,10.2,13,12.6,3.91,3.47
Texas,Winkler County,50.1,5.4,69.6,30.4,10.7,19.2,67.7,80.9,81.7,3.04,0,48733,17.9,32.6,22.1,7.7,3.63
Texas,Wise County,49.6,7.2,85,33.2,17.2,32.1,72.6,88.6,81,2.87,1,257382,13,22.6,19.8,4.72,3.39
Texas,Wood County,50.9,5,85.5,34.7,16,30.2,73.8,83.4,81.4,2.59,0,351867,13.3,25.4,21.9,5.25,3.13
Texas,Yoakum County,50.5,8,70.2,27.2,15.1,16.2,67.2,83,85.2,3.2,0,54723,12.3,18.6,14.5,4.77,3.96
Texas,Young County,50.7,4.8,82.6,28.5,19.6,15.3,68.7,83.4,69.1,2.53,0,149311,16.5,25.6,24.8,4.38,2.86
Texas,Zapata County,49.8,13.7,55.4,18.9,11.4,18.2,54.4,81.2,75.9,3.23,0,93818,34.1,59.5,48,10.76,3.77
Texas,Zavala County,50.7,5,60.3,22.8,7.6,13.7,43.7,64.9,67.8,3.37,0,107104,36.2,57.9,56.3,13.87,3.75
Utah,Beaver County,48.6,14.5,90.8,33.6,18.5,16,75.3,85.7,76.7,2.74,0,62923,10.5,24.6,15.8,4.92,3.43
Utah,Box Elder County,49.6,9.4,93.5,39.3,22.7,23.5,81.3,89.1,81.5,3.04,1,1059208,10.2,17.5,12.9,3.48,3.52
Utah,Cache County,50.3,8,93.3,35,36.9,17.3,84.4,94.4,63.9,3.19,1,532009,15.2,16.9,13.9,3.05,3.58
Utah,Carbon County,50.4,7.9,89.7,46.3,15.7,17.7,75.6,85.9,70.8,2.55,0,190046,16.2,29.6,18.7,5.94,3.11
Utah,Daggett County,43.6,0,95.1,42.5,9.3,18.6,90.5,98.8,64.2,3.38,0,17383,4,0,0,5.16,3.68
Utah,Davis County,49.8,8.1,95.6,38.3,36.2,22.5,88.8,95.4,78.3,3.28,1,2903457,6.2,7.2,6.9,3.15,3.69
Utah,Duchesne County,49.2,8,87.4,36.9,14.5,20.6,80.4,88.1,74.4,2.99,0,118658,12.7,17.9,15.2,8.87,3.32
Utah,Emery County,49.1,4.9,93.3,45.7,15,19.8,76,86.2,80.9,2.9,0,85500,12.9,20.7,20.2,6.26,3.26
Utah,Garfield County,48.3,5.4,91.2,36.7,21.1,14,75.2,89.6,79.5,2.72,0,49603,13.1,16.7,17.9,8.37,3.21
Utah,Grand County,49.6,6.8,91.1,36.2,27.8,15.6,79.9,91.9,69,2.44,0,240030,12.7,33.6,18.1,5.86,2.76
Utah,Iron County,50.3,7.1,92.5,39,28.7,17.4,80.7,92.4,63.2,3.07,0,230734,20.9,22,22.9,4.35,3.42
Utah,Juab County,49,6.1,92.4,38.5,16.8,22.7,77.3,89.7,82.7,3.2,1,80316,12.8,21,17.5,3.63,3.61
Utah,Kane County,50.6,5.5,93.8,40.9,27,12.5,73.5,88.8,76.2,2.84,0,51941,11.1,10.8,9.8,3.8,3.72
Utah,Millard County,49.1,8.8,89.6,36.2,21.4,17.5,78.7,90.2,76.6,2.94,0,87983,11.6,24.8,18.9,3.32,3.36
Utah,Morgan County,49.6,8.9,97.2,39.6,40,27.7,91.8,95.8,88.2,3.4,1,43477,2.4,3,0.8,2.96,3.72
Utah,Piute County,48.8,0.9,84.1,24.8,22.7,24.5,70,83.5,89.1,3.54,0,21819,12.9,27.5,18.1,5.87,4.39
Utah,Rich County,48.3,1.6,98.1,44,22.8,21.6,72,93,88.3,3.83,0,12736,18,13.6,20.5,3.18,4.46
Utah,Salt Lake County,49.7,6.5,90.2,33.9,33.6,22.1,83,93.5,68.5,3.01,1,8506459,10.4,14,12.6,3.17,3.56
Utah,San Juan County,49.8,5.2,83.7,35.2,17.3,20.6,48.8,63.2,78.2,3.68,0,254115,28.4,42.8,33.7,8.07,4.12
Utah,Sanpete County,47.7,4.8,89.1,42.7,19.2,21,76.4,88.9,77.2,3.07,0,163064,16.9,18.3,16.6,3.97,3.51
Utah,Sevier County,49.6,10.6,90,41.2,16.8,16.6,77.2,89,81.3,2.87,0,162266,13.3,24.7,14.4,4.37,3.29
Utah,Summit County,48.5,5.3,93.7,25.7,53.5,25,91.2,95.6,74.4,2.67,0,127593,7.5,16,9,3.14,3.25
Utah,Tooele County,49.6,7,91.9,39.1,22.6,27.8,87.1,92.8,75.6,3.22,1,625510,6.9,9.1,7.4,3.8,3.67
Utah,Uintah County,49.2,6.6,85.9,36.5,14.3,19.1,79.5,87.7,75.1,3.39,0,166918,11.6,15.9,12.4,9.31,4.08
Utah,Utah County,49.9,8.2,94,38.7,39.4,21.4,85.5,96.4,69.4,3.61,1,1924110,11.8,13.2,10.2,3.09,3.89
Utah,Wasatch County,49.2,6.5,93,35.5,38.7,23.3,88.5,95,77.9,3.22,0,81146,7.8,8.8,10.2,3.38,3.71
Utah,Washington County,50.6,7,92.4,40.9,28.1,18.1,83.3,92.2,70.9,2.93,1,939464,14.2,18.6,19.5,3.74,3.3
Utah,Wayne County,49.5,11.9,88.6,38.8,26,16.3,74.7,88.1,78.4,2.67,0,23570,9.2,1.9,8.7,7.75,3.35
Utah,Weber County,49.8,7.4,90.1,37,24,22,81.8,91.8,72.6,2.96,1,2055289,12.1,16.5,15.1,3.84,3.49
Vermont,Addison County,50.1,5.1,92.8,24.8,36.7,23.8,78.3,86.7,75.6,2.31,0,344451,7.8,13.8,8.2,2.98,2.83
Vermont,Bennington County,51.6,4.2,91.1,26.5,34.3,19.3,77.2,87.4,72.6,2.26,0,288524,12.8,21.2,19.6,3.77,2.93
Vermont,Caledonia County,50.3,5,90.6,25.4,27.9,26,70,82.8,71.4,2.43,0,247714,12.3,27.5,15.2,4.18,2.89
Vermont,Chittenden County,51.3,4.1,93.9,24.3,49.6,21.1,85,92.4,65.9,2.33,1,1705416,11.3,12.2,11.7,2.51,2.88
Vermont,Essex County,49.4,4.5,84.8,24.3,14.7,26,67.5,76.5,83.9,2.27,0,75425,15.5,23.9,19.2,5.04,2.82
Vermont,Franklin County,50.4,3.4,90.7,28.7,24.7,25.3,77.7,85.4,74.8,2.59,1,415662,8,14,9,3.12,3.16
Vermont,Grand Isle County,50.1,4.9,93.8,28.7,38.3,33.4,80.7,90.9,81.6,2.35,1,46508,7.5,6.7,9.3,3.75,2.83
Vermont,Lamoille County,50,6.1,92.4,28.5,37.6,25.4,78.8,88.7,69,2.36,0,184013,14,23.3,19.1,4.23,2.81
Vermont,Orange County,50.2,6.8,92.1,26.8,30,27,73.5,84.9,81.2,2.3,0,222327,11.5,18.2,15.3,3.11,2.81
Vermont,Orleans County,50,5.3,87.6,27.2,22,24.2,71.2,80.4,76.6,2.27,0,254339,14.2,18.8,15.4,5.25,2.7
Vermont,Rutland County,50.7,4.5,91.8,27.1,30,21.1,75.8,85.6,70,2.28,0,582726,11.4,16,14,3.79,2.89
Vermont,Washington County,50.6,2.9,93.7,24.7,40.5,22.9,79.7,86.9,72.6,2.28,0,1035304,11.8,20,17.6,3.2,2.82
Vermont,Windham County,50.9,4,92.4,25.7,37,21.3,75.1,87.9,69.6,2.18,0,330110,14.1,13.1,17,3.33,2.77
Vermont,Windsor County,51,4.8,92.5,25.9,36,22.8,79.7,87.7,72.1,2.26,0,634296,10.2,18.6,13.8,2.94,2.82
Virginia,Accomack County,51.3,5,82.2,23.6,19.6,22,61.9,77.7,74.1,2.35,0,449275,19.8,30.4,31.2,4.92,2.89
Virginia,Albemarle County,51.9,5.1,91.4,21.4,52.3,21.9,82.6,91.3,65.4,2.44,1,782468,9.8,14,10.6,3.58,3
Virginia,Alleghany County,51.1,7.8,86.5,31.3,15.8,24.6,64.9,77,82.7,2.21,0,99407,19.3,28.5,25.5,5.14,2.78
Virginia,Amelia County,50.9,5.2,80.8,30.6,14.5,38,69.3,83.5,83.2,2.69,1,76086,13,13.4,18.1,4.3,3.16
Virginia,Amherst County,52.2,4.6,84.1,29.7,19.9,24.1,60.7,75.2,75.4,2.53,1,197436,13.4,23.9,20,4.42,3.07
Virginia,Appomattox County,51.3,6.9,84.9,28.3,20.6,31.9,59.3,75.3,76,2.59,1,87173,14.4,24.7,21.8,4.72,2.95
Virginia,Arlington County,50.2,4.5,93.9,11.8,74.1,28.6,89.8,94.9,47,2.21,1,14635304,8.2,11.3,9.7,2.64,2.97
Virginia,Augusta County,49.3,5.5,86.9,25.2,23.4,23.7,69.9,81.2,81.3,2.46,1,305907,8.8,11.1,11.4,3.69,2.83
Virginia,Bath County,49.5,6.3,87.5,29.8,15.9,24.5,61,78,87,2.34,0,45058,9.3,31.7,5.8,3.73,2.81
Virginia,Bedford County,50.4,5.8,89.6,30.7,28.3,26.9,71.5,82.8,84.5,2.48,1,372634,8.9,12.1,10.1,4.12,2.91
Virginia,Bland County,44.8,5.7,88.2,33.6,14.2,32.8,68.1,81.3,84.8,2.24,0,100734,8.3,25.2,11.8,5.3,2.72
Virginia,Botetourt County,50.5,3,92.5,31.3,28.3,28.3,75.1,86,87.2,2.48,1,205827,7.7,16.7,9.6,3.67,2.92
Virginia,Brunswick County,47.5,4.9,78.7,27.3,13.1,29.2,56.9,73.4,70,2.36,0,157314,20.9,40.7,39.5,6,3.01
Virginia,Buchanan County,48.9,4,71.6,24.4,10.8,27.7,57.3,68.2,79.5,2.4,0,264436,26.5,46.5,42.1,10.8,2.96
Virginia,Buckingham County,44.6,5.4,76.9,24,11.4,35.5,57.5,77.8,74.7,2.64,1,96762,16.6,25.7,21.5,5.47,3.08
Virginia,Campbell County,51.3,5,85.5,31.2,21.5,25.3,69.5,80.4,75.7,2.42,1,342757,11.7,13.4,12.8,4.47,2.9
Virginia,Caroline County,50.8,5.1,83.5,27.5,19.2,35.6,66.6,82.3,82.9,2.57,1,215023,11.9,12.7,19.2,4.5,3
Virginia,Carroll County,50.7,5.5,80.9,32.2,14.5,25.8,62.3,73.1,76.2,2.37,0,189911,14.6,26.2,16.3,5.18,2.94
Virginia,Charles City County,50.8,5.6,78.1,25.2,12.8,32.7,54.2,72.4,85,2.42,1,57301,13.2,23.4,22,4.6,2.98
Virginia,Charlotte County,50.9,3.6,81.4,27.6,11.9,31.4,49.9,64.5,77.9,2.67,0,121470,22.7,27.2,30.5,5.05,3.24
Virginia,Chesterfield County,51.8,5.4,91.9,29.7,38.4,26.4,87.1,92.6,78.4,2.74,1,1170416,7.2,9.6,8.7,3.9,3.18
Virginia,Clarke County,50.2,7.9,86.9,27,31.5,35.6,72,84,75.8,2.54,1,148039,10.4,22.9,15.6,3.6,3.03
Virginia,Craig County,50.6,10.6,90.6,30.1,19.2,37.6,60.3,73.4,85.7,2.18,1,31986,9.3,13.6,6.1,4.81,2.83
Virginia,Culpeper County,49.3,4.5,84.9,29.7,23.4,39.7,76.9,86.1,72.6,2.87,1,257428,8.9,11.1,10,3.92,3.34
Virginia,Cumberland County,51.6,9,81.5,27.2,16.7,40.7,54.2,78.1,77.8,2.46,0,55862,21.8,60.4,41.3,4.66,3.07
Virginia,Dickenson County,50,5,74.5,27.8,9.3,29.6,56.1,71.3,80.6,2.42,0,158877,23,44.8,33.1,10.02,3.09
Virginia,Dinwiddie County,50.9,5.7,82.6,27.7,16.6,29.2,68.4,82.4,75.8,2.64,1,151684,14.8,18.5,21.4,4.92,3.29
Virginia,Essex County,52.7,4.7,82.6,28.3,18.9,35,54,73.7,74.8,2.44,0,87161,12.3,13.6,14.7,4.89,2.9
Virginia,Fairfax County,50.6,5.4,92,18.6,60.7,32.1,92.1,96.2,71.9,2.88,1,28826796,6.1,8.7,7.6,3.26,3.37
Virginia,Fauquier County,50.7,4.9,91.4,28.7,35.3,39.8,83.5,90.6,78.8,2.84,1,426645,6.2,11.7,7.9,3.52,3.32
Virginia,Floyd County,49.8,7.4,84.3,31.6,19.4,31.6,66.8,75.4,78.5,2.41,1,88810,12,15.4,9.4,4.11,2.87
Virginia,Fluvanna County,54.1,5.8,91.7,33.4,32.3,33.4,81.5,90.4,87.2,2.54,1,132875,6.1,5.3,4.4,3.4,2.99
Virginia,Franklin County,50.7,4.5,86.2,32.5,20.7,30.2,66.1,79,78.5,2.36,1,291222,14.8,26.5,22.4,4.33,2.76
Virginia,Frederick County,50.3,5.5,88.2,28,27.7,31.1,75.7,88,78.8,2.71,1,290395,5.6,6.9,5.1,3.53,3.11
Virginia,Giles County,51,5.6,87,31.9,17,24.9,70.8,77,77.8,2.36,1,142738,11.3,9.5,11,5.42,2.97
Virginia,Gloucester County,50.5,3.9,89.8,34.3,22.8,32.9,79.3,87.5,82.4,2.49,1,254736,8.7,14.6,12,3.69,2.97
Virginia,Goochland County,50.4,2.9,91.3,27.1,38.9,31.1,78.8,89,91.2,2.54,1,107091,5.3,2.5,5.3,3.81,3.05
Virginia,Grayson County,51,5.5,81.1,29.5,12.8,27.8,61.1,71.7,81.3,2.25,0,114952,20.2,46.2,35.6,5.16,2.83
Virginia,Greene County,50.8,2.7,84.6,27.3,26.7,31.2,78.8,88.4,79.8,2.63,1,79428,9.4,21.2,11.5,3.31,3.06
Virginia,Greensville County,37.4,2.4,75.3,24.5,7.5,22.9,53.1,77.7,74.6,2.33,0,38502,17,17.6,24.9,5.12,2.83
Virginia,Halifax County,52.3,4.9,79.7,27.8,15.9,25.3,52.4,66.6,75.9,2.43,0,314928,18.7,28.9,25.5,5.89,3.01
Virginia,Hanover County,50.9,4.2,92.9,28.7,37.9,26.1,83.1,90.9,83.9,2.65,1,690432,5.8,8.1,7.6,3.54,3.1
Virginia,Henrico County,53,4.6,91.2,27.1,42.1,22.3,83.3,90.3,66.9,2.55,1,1403002,10.4,19.4,15.9,3.94,3.21
Virginia,Henry County,51.8,6.5,79.8,33.1,12.8,23.6,64.8,78.7,75.9,2.31,0,311786,19.2,29.8,32.2,5.64,3.08
Virginia,Highland County,50.1,13.5,84.5,23.9,25,22.5,65.3,74.7,76.6,1.9,0,21888,10.6,30.9,10.3,3.14,2.46
Virginia,Isle of Wight County,51.3,4.3,87.6,32.8,26.9,29.2,72.7,85.6,81.1,2.53,1,241012,10.3,15.3,16.4,4.35,2.97
Virginia,James City County,51.7,3.7,94.3,27,47.9,25,85.3,91.6,76.5,2.53,1,230998,7.5,16.2,9.7,3.91,3.02
Virginia,King and Queen County,50.3,5.9,85.5,24.7,18.9,34.6,51.7,70.2,80.4,2.51,0,48689,15.6,29.2,35.3,4.21,3.22
Virginia,King George County,49.7,6.2,93.8,32.4,34.2,37.1,82.8,91.6,76.4,2.83,0,894304,5.7,11,8,4.32,3.26
Virginia,King William County,51.3,7.8,89.6,33.5,19,37.4,66.2,83.8,85.4,2.68,1,88944,10.9,16.2,24.1,3.83,3.12
Virginia,Lancaster County,53,4.1,90.1,27.5,31.9,26.7,69.9,81.3,77.1,2.11,0,133638,11,25.5,13.5,5.68,2.64
Virginia,Lee County,47.8,5.8,74.6,30,11.1,29.8,48.8,69.3,73.8,2.47,0,475866,26.2,42.1,35.8,6.85,3.09
Virginia,Loudoun County,50.7,6.3,93.5,20.8,59.8,33.7,93,96.6,80.8,3.07,1,2792093,3.7,3.5,3.3,3.23,3.47
Virginia,Louisa County,50.7,3.5,84.6,26.3,23.2,36.3,71.7,85.5,78.2,2.58,0,199206,11.8,18,14.9,3.86,3.01
Virginia,Lunenburg County,46.9,6.4,76.3,28.8,10.6,29.1,52.9,67,74.4,2.55,0,88706,18.6,27.7,27.7,4.65,3.17
Virginia,Madison County,51.2,3.5,87,24.1,26.9,30.5,67,83.6,81,2.52,0,85081,9.8,13,6.7,3.16,3.12
Virginia,Mathews County,51.4,5.9,91.4,31.2,26.9,32.5,72.2,86.4,83,2.32,1,92162,10.6,33.2,22.8,4.04,2.72
Virginia,Mecklenburg County,50.4,4.4,81.6,30,18.2,24.7,54.9,69.6,75.1,2.54,0,366408,16.9,19.2,22.5,5.67,3.09
Virginia,Middlesex County,50.1,3.7,88.1,33,22.1,31,64.6,79.6,81.1,2.28,0,100669,10.2,29.9,12.9,3.86,2.85
